gahnite	가나이트	kanaitʰɯ
Negrillo	니그릴로	nigɯlillo
Nineveh	니네베	ninebe
Ninib	니니브	ninibɯ
kneader	니더	nidʌ
Needham	니덤	nidʌm
needle	니들	nidɯl
NIRA	니라	nila
niridazole	니리다졸	nilidad͡ɕol
Martin	마틴	matʰin
Nimitz	니미츠	nimit͡ɕʰɯ
Niebuhr	니부어	nibuʌ
nystatin	니스타틴	nisɯtʰatʰin
nialamide	니알라마이드	niallamaidɯ
Niya	니야	nija
NIEO	니에오	nieo
Niobe	니오베	niobe
Nizan	니장	nid͡ɕaŋ
NIES	니즈	nid͡ɕɯ
Nietzsche	니체	nit͡ɕʰe
Nietzscheism	니체이즘	nit͡ɕʰeid͡ɕɯm
niche	니치	nit͡ɕʰi
knickerbockers	니커보커스	nikʰʌbokʰʌsɯ
knickers	니커스	nikʰʌsɯ
Nicholson	니컬슨	nikʰʌls͈ɯn
Ben	벤	pen
Nicolson	니컬슨	nikʰʌls͈ɯn
nikethamide	니케서마이드	nikʰesʌmaidɯ
nickel	니켈	nikʰel
Nicot	니코	nikʰo
nicotine	니코틴	nikʰotʰin
Nikon	니콘	nikʰon
Nicolle	니콜	nikʰol
Nicol	니콜	nikʰol
Nicolaus	니콜라우스	nikʰollausɯ
Nikolai	니콜라이	nikʰollai
niccolite	니콜라이트	nikʰollaitʰɯ
nichrome	니크롬	nikʰɯlom
Nichlisch	니클리슈	nikʰɯllisju
nit	니트	nitʰɯ
knit	니트	nitʰɯ
nitramine	니트라민	nitʰɯlamin
nitro	니트로	nitʰɯlo
nitroguanidine	니트로구아니딘	nitʰɯloguanidin
nitroglycerin	니트로글리세린	nitʰɯlogɯlliselin
nitroglycol	니트로글리콜	nitʰɯlogɯllikʰol
nitronaphthalene	니트로나프탈렌	nitʰɯlonapʰɯtʰallen
nitromethane	니트로메탄	nitʰɯlometʰan
nitromine	니트로민	nitʰɯlomin
nitrobenzene	니트로벤젠	nitʰɯlobend͡ɕen
nitrobenzol	니트로벤졸	nitʰɯlobend͡ɕol
nitrocellulose	니트로셀룰로오스	nitʰɯlosellulloosɯ
nitrosoamine	니트로소아민	nitʰɯlosoamin
nitrosyl	니트로실	nitʰɯlosil
nitrotoluene	니트로톨루엔	nitʰɯlotʰolluen
nitroparaffin	니트로파라핀	nitʰɯlopʰalapʰin
nitrophenol	니트로페놀	nitʰɯlopʰenol
nitrofurazone	니트로푸라존	nitʰɯlopʰulad͡ɕon
nitron	니트론	nitʰɯlon
nitrile	니트릴	nitʰɯlil
nitinol	니티놀	nitʰinol
knitting	니팅	nitʰiŋ
nipper	니퍼	nipʰʌ
Nippur	니푸르	nipʰulɯ
Niflheim	니플헤임	nipʰɯlheim
kneehold	니홀드	niholdɯ
nihilist	니힐리스트	nihillisɯtʰɯ
nihilism	니힐리즘	nihillid͡ɕɯm
nickname	닉네임	niŋneim
NICS	닉스	niks͈ɯ
Nixon	닉슨	niks͈ɯn
ninhydrin	닌히드린	ninhidɯlin
Neill	닐	nil
nilgai	닐가이	nilgai
Nielsen	닐센	nils͈en
nilssonia	닐소니아	nils͈onia
Neilson	닐슨	nils͈ɯn
Nimrud	님루드	nimnudɯ
nymphomania	님포마니아	nimpʰomania
nymph	님프	nimpʰɯ
Dagan	다간	tagan
Daguerre	다게르	tagelɯ
Dagobert	다고베르트	tagobelɯtʰɯ
Danae	다나에	tanae
Danaos	다나오스	tanaosɯ
Dannemann	다네만	taneman
Daniel	대니얼	tɛniʌl
Daniell	다니엘	taniel
dadaist	다다이스트	tadaisɯtʰɯ
dadaism	다다이즘	tadaid͡ɕɯm
Dhahran	다란	talan
Dharmaraksa	다르마락사	talɯmalaks͈a
Dharmakirti	다르마키르티	talɯmakʰilɯtʰi
Darboux	다르부	talɯbu
Darchan	다르한	talɯhan
Darius	다리우스	taliusɯ
damaru	다마루	tamalu
dammar	다마르	tamalɯ
damask	다마스크	tamasɯkʰɯ
Damocles	다모클레스	tamokʰɯllesɯ
Damiani	다미아니	tamiani
Daveluy	다블뤼	tabɯllwi
Dabit	다비	tabi
Darby	다비	tabi
DASD	다스드	tasɯdɯ
Dayan	다얀	tajan
daonella	다오넬라	taonella
Dowden	다우든	taudɯn
Dowson	다우슨	tausɯn
down	다운	taun
download	다운로드	taullodɯ
downloading	다운로딩	taullodiŋ
downsizing	다운사이징	tauns͈aid͡ɕiŋ
downtown	다운타운	tauntʰaun
Dowland	다울런드	taullʌndɯ
Darwinism	다위니즘	tawinid͡ɕɯm
Darwin	다윈	tawin
die	다이	tai
dynamic	다이나믹	tainamik
dynamite	다이너마이트	tainʌmaitʰɯ
dynamo	다이너모	tainʌmo
dynamometer	다이너모미터	tainʌmomitʰʌ
dynamism	다이너미즘	tainʌmid͡ɕɯm
dynatron	다이너트론	tainʌtʰɯlon
Dynel	다이넬	tainel
Daedalos	다이달로스	taidallosɯ
diver	다이버	taibʌ
diverter	다이버터	taibʌtʰʌ
diving	다이빙	taibiŋ
dice	다이스	taisɯ
Deissmann	다이스만	taisɯman
Dicey	다이시	taisi
diamond	다이아몬드	taiamondɯ
diazinone	다이아지논	taiad͡ɕinon
diazine	다이아진	taiad͡ɕin
dialysis	다이알리시스	taiallisisɯ
Diana	다이애나	taiɛna
diagram	다이어그램	taiʌgɯlɛm
diary	다이어리	taiʌli
diaspore	다이어스포어	taiʌsɯpʰoʌ
diatonic	다이어토닉	taiʌtʰonik
diet	다이어트	taiʌtʰɯ
dial	다이얼	taiʌl
dialogue	다이얼로그	taiʌllogɯ
diode	다이오드	taiodɯ
dioxine	다이옥신	taioks͈in
dipole	다이폴	taipʰol
dyne	다인	tain
Dines	다인스	tains͈ɯ
dilatancy	다일레이턴시	tailleitʰʌns͈i
dime	다임	taim
Daimler	다임러	taimnʌ
Dakar	다카르	takʰalɯ
docudrama	다큐드라마	takʰjudɯlama
documentary	다큐멘터리	takʰjumentʰʌli
dark	다크	takʰɯ
Dacia	다키아	takʰia
dart	다트	tatʰɯ
Dart	다트	tatʰɯ
Daphne	다프네	tapʰɯne
Daphnis	다프니스	tapʰɯnisɯ
dahana	다하나	tahana
Dahomey	다호메이	tahomei
D'Annunzio	단눈치오	tannunt͡ɕʰio
Danzig	단치히	tant͡ɕʰihi
Dante	단테	tantʰe
Daladier	달라디에	talladie
Dallapiccola	달라피콜라	tallapʰikʰolla
d'Alembert	달랑베르	tallaŋbelɯ
dollar	달러	tallʌ
Dallet	달레	talle
Dali	달리	talli
dahlia	달리아	tallia
Darlington	달링턴	talliŋtʰʌn
Darlingtonia	달링토니아	talliŋtʰonia
Dalmatian	달마티안	talmatʰian
Dahlmann	달만	talman
Dalcroze	달크로즈	talkʰɯlod͡ɕɯ
DAMN	담	tam
Dam	담	tam
d'Indy	당디	taŋdi
Danton	당통	taŋtʰoŋ
damage	대미지	tɛmid͡ɕi
D'Avenant	대버넌트	tɛbʌnʌntʰɯ
davit	대빗	tɛbit
dash	대시	tɛsi
DASH	대시	tɛsi
dandy	댄디	tɛndi
dandyism	댄디즘	tɛndid͡ɕɯm
danburite	댄버라이트	tɛnbʌlaitʰɯ
dancer	댄서	tɛns͈ʌ
dance	댄스	tɛns͈ɯ
dam	댐	tɛm
damper	댐퍼	tɛmpʰʌ
Dampier	댐피어	tɛmpʰiʌ
dugout	더그아웃	tʌgɯaut
Douglas	더글러스	tʌgɯllʌsɯ
Dunedin	더니든	tʌnidɯn
Dudley	더들리	tʌdɯlli
Durham	더럼	tʌlʌm
dummy	더미	tʌmi
double	더블	tʌbɯl
Dublin	더블린	tʌbɯllin
doublet	더블릿	tʌbɯllit
WWW	더블유더블유더블유	tʌbɯljudʌbɯljudʌbɯlju
WWF	더블유더블유에프	tʌbɯljudʌbɯljuepʰɯ
WBC	더블유비시	tʌbɯljubisi
WBA	더블유비에이	tʌbɯljubiei
WCC	더블유시시	tʌbɯljusisi
WCL	더블유시엘	tʌbɯljusiel
WCOTP	더블유시오티피	tʌbɯljusiotʰipʰi
WCP	더블유시피	tʌbɯljusipʰi
WIPO	더블유아이피오	tʌbɯljuaipʰio
WHO	더블유에이치오	tʌbɯljueit͡ɕʰio
WFC	더블유에프시	tʌbɯljuepʰɯsi
WFS	더블유에프에스	tʌbɯljuepʰɯesɯ
WFTU	더블유에프티유	tʌbɯljuepʰɯtʰiju
WFP	더블유에프피	tʌbɯljuepʰɯpʰi
WMO	더블유엠오	tʌbɯljuemo
WEU	더블유이유	tʌbɯljuiju
WTO	더블유티오	tʌbɯljutʰio
WPI	더블유피아이	tʌbɯljupʰiai
doubleheader	더블헤더	tʌbɯlhedʌ
Derby	더비	tʌbi
dubbing	더빙	tʌbiŋ
ducking	더킹	tʌkʰiŋ
duff	더프	tʌpʰɯ
duffle	더플	tʌpʰɯl
Donne	던	tʌn
Dundee	던디	tʌndi
Dunlop	던롭	tʌllop
Dunsany	던세이니	tʌns͈eini
Dunstable	던스터블	tʌns͈ɯtʰʌbɯl
Dulles	덜레스	tʌllesɯ
Duluth	덜루스	tʌllusɯ
dulcimer	덜시머	tʌls͈imʌ
dumbwaiter	덤웨이터	tʌmweitʰʌ
dumper	덤퍼	tʌmpʰʌ
dump	덤프	tʌmpʰɯ
Dumfries	덤프리스	tʌmpʰɯlisɯ
dumping	덤핑	tʌmpʰiŋ
Duncan	덩컨	tʌŋkʰʌn
Denebola	데네볼라	tenebolla
Deneb	데네브	tenebɯ
Dennecker	데네커	tenekʰʌ
Denny	데니	teni
denier	데니어	teniʌ
denim	데님	tenim
Dedekind	데데킨트	tedekʰintʰɯ
dead	데드	tedɯ
deadline	데드라인	tedɯlain
derris	데리스	telisɯ
derrick	데릭	telik
demagogue	데마고그	temagogɯ
demagogy	데마고기	temagogi
demagogism	데마고기즘	temagogid͡ɕɯm
Demeter	데메테르	temetʰelɯ
Dehmel	데멜	temel
demo	데모	temo
Demosthenes	데모스테네스	temosɯtʰenesɯ
democracy	데모크라시	temokʰɯlasi
Democritos	데모크리토스	temokʰɯlitʰosɯ
Desmoulins	데물랭	temullɛŋ
Demian	데미안	temian
Deminform	데민포름	teminpʰolɯm
Deva	데바	teba
Devadatta	데바닷타	tebadattʰa
Devonshire	데번셔	tebʌns͈jʌ
Debs	데브스	tebɯsɯ
devitroceramics	데비트로세라믹스	tebitʰɯloselamiks͈ɯ
Deschamps	데샹	tesjaŋ
Desnos	데스노스	tesɯnosɯ
desmosome	데스모솜	tesɯmosom
desmostylus	데스모스틸루스	tesɯmosɯtʰillusɯ
desmoceras	데스모케라스	tesɯmokʰelasɯ
desmopressin	데스모프레신	tesɯmopʰɯlesin
descant	데스캔트	tesɯkʰɛntʰɯ
desk	데스크	tesɯkʰɯ
desktop	데스크톱	tesɯkʰɯtʰop
Despiau	데스피오	tesɯpʰio
decigram	데시그램	tesigɯlɛm
deciliter	데시리터	tesilitʰʌ
decimeter	데시미터	tesimitʰʌ
decibel	데시벨	tesibel
deciare	데시아르	tesialɯ
Vittorio	비토리오	pitʰolio
desiccator	데시케이터	tesikʰeitʰʌ
desipramine	데시프라민	tesipʰɯlamin
Deucalion	데우칼리온	teukʰallion
day	데이	tei
Dana	데이나	teina
Deimos	데이모스	teimosɯ
Davy	데이비	teibi
Davis	데이비스	teibisɯ
Davisson	데이비슨	teibisɯn
daisy	데이지	teid͡ɕi
daycare	데이케어	teikʰeʌ
Dacron	데이크론	teikʰɯlon
data	데이터	teitʰʌ
dataphone	데이터폰	teitʰʌpʰon
Dayton	데이턴	teitʰʌn
date	데이트	teitʰɯ
Dale	데일	teil
Desargue	데자르그	ted͡ɕalɯgɯ
deca	데카	tekʰa
decagram	데카그램	tekʰagɯlɛm
decaracket	데카라켓	tekʰalakʰet
decare	데카르	tekʰalɯ
Descartes	데카르트	tekʰalɯtʰɯ
decaliter	데카리터	tekʰalitʰʌ
Decameron	데카메론	tekʰamelon
decameter	데카미터	tekʰamitʰʌ
decatron	데카트론	tekʰatʰɯlon
decane	데칸	tekʰan
decalogue	데칼로그	tekʰallogɯ
Decalin	데칼린	tekʰallin
decoration	데커레이션	tekʰʌleisjʌn
declamation	데클러메이션	tekʰɯllʌmeisjʌn
detonation	데토네이션	tetʰoneisjʌn
DEFCON	데프콘	tepʰɯkʰon
deck	덱	tek
dexamethasone	덱사메타손	teks͈ametʰason
dextran	덱스트란	teks͈ɯtʰɯlan
dextrin	덱스트린	teks͈ɯtʰɯlin
dendrobium	덴드로븀	tendɯlobjum
Denmark	덴마크	tenmakʰɯ
Denver	덴버	tenbʌ
densitometer	덴시토미터	tens͈itʰomitʰʌ
Dell	델	tel
delaware	델라웨어	tellaweʌ
Delaware	델라웨어	tellaweʌ
Deledda	델레다	telleda
Delilah	델릴라	tellilla
delta	델타	teltʰa
Delphi	델피	telpʰi
delphinine	델피닌	telpʰinin
dogma	도그마	togɯma
Donatello	도나텔로	tonatʰello
Donatus	도나투스	tonatʰusɯ
donor	도너	tonʌ
doughnut	도넛	tonʌt
Donnay	도네	tone
Donizetti	도니체티	tonit͡ɕʰetʰi
Daudet	도데	tode
dodo	도도	todo
Dornier	도르니에	tolɯnie
Dorie	도리	toli
Domagk	도마크	tomakʰɯ
Domenichino	도메니키노	tomenikʰino
domain	도메인	tomein
Dominatus	도미나투스	tominatʰusɯ
dominant	도미넌트	tominʌntʰɯ
domino	도미노	tomino
Dominica	도미니카	tominikʰa
Dominic	도미니크	tominikʰɯ
Daumier	도미에	tomie
Domitianus	도미티아누스	tomitʰianusɯ
Dover	도버	tobʌ
Dobermann	도베르만	tobelɯman
dobutamine	도부타민	tobutʰamin
Daubigny	도비니	tobini
DOS	도스	tosɯ
doeskin	도스킨	tosɯkʰin
Dawson	도슨	tosɯn
dosimeter	도시미터	tosimitʰʌ
doorman	도어맨	toʌmɛn
Doisy	도이지	toid͡ɕi
Doyle	도일	toil
dodge	도지	tod͡ɕi
documentation	도큐멘테이션	tokʰjumentʰeisjʌn
docking	도킹	tokʰiŋ
dot	도트	totʰɯ
DOPA	도파	topʰa
dopamine	도파민	topʰamin
dope	도프	topʰɯ
Dopsch	도프슈	topʰɯsju
Doppler	도플러	topʰɯllʌ
doping	도핑	topʰiŋ
dock	독	tok
doxorubicin	독소루비신	toks͈olubisin
doxology	독솔로지	toks͈ollod͡ɕi
doxycycline	독시사이클린	toks͈isaikʰɯllin
doctrine	독트린	toktʰɯlin
Donbass	돈바스	tonbasɯ
dhole	돌	tol
dolomite	돌로마이트	tollomaitʰɯ
dolostone	돌로스톤	tollosɯtʰon
dolmen	돌멘	tolmen
d'Holbach	돌바크	tolbakʰɯ
Dalton	돌턴	toltʰʌn
dolphin	돌핀	tolpʰin
dome	돔	tom
domperidone	돔페리돈	tompʰelidon
dong	동	toŋ
Alfred	앨프리드	ɛlpʰɯlidɯ
duralumin	두랄루민	tulallumin
Doumergue	두메르그	tumelɯgɯ
Dubai	두바이	tubai
Dubhe	두베	tube
Douala	두알라	tualla
Doolittle	둘리틀	tullitʰɯl
dulcin	둘신	tuls͈in
Duguit	뒤귀	twigwi
Dunant	뒤낭	twinaŋ
Durkheim	뒤르켐	twilɯkʰem
Dumas	뒤마	twima
Dubois	뒤부아	twibua
Duvivier	뒤비비에	twibibie
Julien	쥘리앵	t͡ɕwilliɛŋ
Duchamp	뒤샹	twisjaŋ
Duhamel	뒤아멜	twiamel
Duhem	뒤앙	twiaŋ
Dukas	뒤카	twikʰa
Duclos	뒤클로	twikʰɯllo
Dupleix	뒤플렉스	twipʰɯlleks͈ɯ
Dufy	뒤피	twipʰi
Dulong	뒬롱	twilloŋ
dugong	듀공	tjugoŋ
Durant	듀랜트	tjulɛntʰɯ
durum	듀럼	tjulʌm
dewberry	듀베리	tjubeli
deuce	듀스	tjusɯ
Dewar	듀어	tjuʌ
James	제임스	t͡ɕeims͈ɯ
duet	듀엣	tjuet
duo	듀오	tjuo
Dewey	듀이	tjui
duke	듀크	tjukʰɯ
deuteron	듀테론	tjutʰelon
deuterium	듀테륨	tjutʰeljum
duty	듀티	tjutʰi
Degas	드가	tɯga
Dnestr	드네스트르	tɯnesɯtʰɯlɯ
Denis	드니	tɯni
drama	드라마	tɯlama
dramatic	드라마틱	tɯlamatʰik
dracaena	드라세나	tɯlasena
dry	드라이	tɯlai
Dryden	드라이든	tɯlaidɯn
John	존	t͡ɕon
driver	드라이버	tɯlaibʌ
drive	드라이브	tɯlaibɯ
drier	드라이어	tɯlaiʌ
Dreiser	드라이저	tɯlaid͡ɕʌ
drypoint	드라이포인트	tɯlaipʰointʰɯ
Drakon	드라콘	tɯlakʰon
Dracula	드라큘라	tɯlakʰjulla
drachma	드라크마	tɯlakʰɯma
Drachmann	드라크만	tɯlakʰɯman
drag	드래그	tɯlɛgɯ
dragline	드래그라인	tɯlɛgɯlain
draft	드래프트	tɯlɛpʰɯtʰɯ
dram	드램	tɯlɛm
Derain	드랭	tɯlɛŋ
drummer	드러머	tɯlʌmʌ
drum	드럼	tɯlʌm
drumlin	드럼린	tɯlʌmnin
dresser	드레서	tɯlesʌ
dress	드레스	tɯlesɯ
dressmaker	드레스메이커	tɯlesɯmeikʰʌ
dressmaking	드레스메이킹	tɯlesɯmeikʰiŋ
dressy	드레시	tɯlesi
dressing	드레싱	tɯlesiŋ
Drake	드레이크	tɯleikʰɯ
Francis	프랜시스	pʰɯlɛns͈isɯ
Draper	드레이퍼	tɯleipʰʌ
drapery	드레이퍼리	tɯleipʰʌli
drape	드레이프	tɯleipʰɯ
draping	드레이핑	tɯleipʰiŋ
dredger	드레저	tɯled͡ɕʌ
Dreyfus	드레퓌스	tɯlepʰwisɯ
drencher	드렌처	tɯlent͡ɕʰʌ
drawstring	드로스트링	tɯlosɯtʰɯliŋ
drawers	드로어즈	tɯloʌd͡ɕɯ
Droysen	드로이젠	tɯloid͡ɕen
drawing	드로잉	tɯloiŋ
dropper	드로퍼	tɯlopʰʌ
drop	드롭	tɯlop
drops	드롭스	tɯlops͈ɯ
dropout	드롭아웃	tɯlobaut
dropsonde	드롭존데	tɯlopt͈͡ɕonde
dropkick	드롭킥	tɯlopkʰik
dribble	드리블	tɯlibɯl
Driesch	드리슈	tɯlisju
Dryopithecus	드리오피테쿠스	tɯliopʰitʰekʰusɯ
drift	드리프트	tɯlipʰɯtʰɯ
dripping	드리핑	tɯlipʰiŋ
drill	드릴	tɯlil
drilling	드릴링	tɯlilliŋ
dream	드림	tɯlim
drip	드립	tɯlip
drink	드링크	tɯliŋkʰɯ
Drinkwater	드링크워터	tɯliŋkʰɯwʌtʰʌ
Debussy	드뷔시	tɯbwisi
Delaroche	들라로슈	tɯllalosju
Delacroix	들라크루아	tɯllakʰɯlua
Delaunay	들로네	tɯllone
Delibes	들리브	tɯllibɯ
Diggers	디거스	tigʌsɯ
digitalis	디기탈리스	tigitʰallisɯ
digitoxin	디기톡신	tigitʰoks͈in
dinar	디나르	tinalɯ
denomination	디노미네이션	tinomineisjʌn
dinosaur	디노사우르	tinosaulɯ
dedendum	디덴덤	tidendʌm
Dido	디도	tido
Diderot	디드로	tidɯlo
DD	디디	tidi
didymium	디디뮴	tidimjum
DDVP	디디브이피	tidibɯipʰi
DDX	디디엑스	tidieks͈ɯ
DDNP	디디엔피	tidienpʰi
DDT	디디티	tiditʰi
Dirac	디랙	tilɛk
DRAM	디램	tilɛm
directory	디렉터리	tilektʰʌli
directing	디렉팅	tilektʰiŋ
dirham	디르함	tilɯham
Dirichlet	디리클레	tilikʰɯlle
dimmer	디머	timʌ
dimercaprol	디메르카프롤	timelɯkʰapʰɯlol
dimetrodon	디메트로돈	timetʰɯlodon
dimethylnitrosamine	디메틸니트로사민	timetʰillitʰɯlosamin
dimethylamine	디메틸아민	timetʰilamin
dimenhydrinate	디멘히드리네이트	timenhidɯlineitʰɯ
dimorphotheca	디모르포테카	timolɯpʰotʰekʰa
diminution	디미뉴션	timinjusjʌn
Dimitrov	디미트로프	timitʰɯlopʰɯ
Divagations	디바가시옹	tibagasioŋ
Debye	디바이	tibai
divider	디바이더	tibaidʌ
device	디바이스	tibaisɯ
debug	디버그	tibʌgɯ
debugging	디버깅	tibʌgiŋ
Dibelius	디벨리우스	tibelliusɯ
diborane	디보란	tibolan
dibucaine	디부카인	tibukʰain
DVD	디브이디	tibɯidi
DBMS	디비엠에스	tibiemesɯ
division	디비전	tibid͡ɕʌn
DBP	디비피	tibipʰi
disinflation	디스인플레이션	tisɯinpʰɯlleisjʌn
discount	디스카운트	tisɯkʰauntʰɯ
discovery	디스커버리	tisɯkʰʌbʌli
discus	디스커스	tisɯkʰʌsɯ
diskette	디스켓	tisɯkʰet
disco	디스코	tisɯkʰo
discography	디스코그래피	tisɯkʰogɯlɛpʰi
Diskobolos	디스코볼로스	tisɯkʰobollosɯ
discocyclina	디스코키클리나	tisɯkʰokʰikʰɯllina
discotheque	디스코텍	tisɯkʰotʰek
disk	디스크	tisɯkʰɯ
disclosure	디스클로저	tisɯkʰɯllod͡ɕʌ
distemper	디스템퍼	tisɯtʰempʰʌ
distoma	디스토마	tisɯtʰoma
dystopia	디스토피아	tisɯtʰopʰia
Destroyer	디스트로이어	tisɯtʰɯloiʌ
dystrophy	디스트로피	tisɯtʰɯlopʰi
distributer	디스트리뷰터	tisɯtʰɯlibjutʰʌ
dispatcher	디스패처	tisɯpʰɛt͡ɕʰʌ
disposer	디스포저	tisɯpʰod͡ɕʌ
dysprosium	디스프로슘	tisɯpʰɯlosjum
display	디스플레이	tisɯpʰɯllei
displayer	디스플레이어	tisɯpʰɯlleiʌ
Displephone	디스플레폰	tisɯpʰɯllepʰon
DC	디시	tisi
dish	디시	tisi
dithyramb	디시램브	tisilɛmbɯ
DCS	디시에스	tisiesɯ
DIA	디아	tia
diamine	디아민	tiamin
diamylamine	디아밀아민	tiamilamin
diabolo	디아볼로	tiabollo
diacetylmorphine	디아세틸모르핀	tiasetʰilmolɯpʰin
Diaz	디아스	tiasɯ
DI	디아이	tiai
diazepam	디아제팜	tiad͡ɕepʰam
diazomethane	디아조메탄	tiad͡ɕometʰan
diazotype	디아조타이프	tiad͡ɕotʰaipʰɯ
diazole	디아졸	tiad͡ɕol
Dearbon	디어본	tiʌbon
DSCS	디에스시에스	tiesɯsiesɯ
DA	디에이	tiei
DAD	디에이디	tieidi
DAC	디에이시	tieisi
DH	디에이치	tieit͡ɕʰi
DHA	디에이치에이	tieit͡ɕʰiei
DF	디에프	tiepʰɯ
DNC	디엔시	tiens͈i
DNA	디엔에이	tienei
dieldrin	디엘드린	tieldɯlin
DLF	디엘에프	tielepʰɯ
DMA	디엠에이	tiemei
DME	디엠이	tiemi
DMZ	디엠지	tiemd͡ɕi
DO	디오	tio
Diogenes	디오게네스	tiogenesɯ
Dionysos	디오니소스	tionisosɯ
Dionysius	디오니시우스	tionisiusɯ
Dior	디오르	tiolɯ
Christian	크리스천	kʰɯlisɯt͡ɕʰʌn
Diomedes	디오메데스	tiomedesɯ
diose	디오스	tiosɯ
DOA	디오에이	tioei
DOHC	디오에이치시	tioeit͡ɕʰisi
Diocletianus	디오클레티아누스	tiokʰɯlletʰianusɯ
Diophantos	디오판토스	tiopʰantʰosɯ
DOP	디오피	tiopʰi
dioxane	디옥산	tioks͈an
deoxyribonuclease	디옥시리보뉴클레아제	tioks͈ilibonjukʰɯllead͡ɕe
deoxyribose	디옥시리보오스	tioks͈iliboosɯ
diolefin	디올레핀	tiollepʰin
diopter	디옵터	tioptʰʌ
Diu	디우	tiu
designer	디자이너	tid͡ɕainʌ
design	디자인	tid͡ɕain
dessert	디저트	tid͡ɕʌtʰɯ
DJ	디제이	tid͡ɕei
Diesel	디젤	tid͡ɕel
Rudolf	루돌프	ludolpʰɯ
Disney	디즈니	tid͡ɕɯni
Disneyland	디즈니랜드	tid͡ɕɯnilɛndɯ
Disraeli	디즈레일리	tid͡ɕɯleilli
digitizer	디지타이저	tid͡ɕitʰaid͡ɕʌ
digital	디지털	tid͡ɕitʰʌl
Dietzgen	디츠겐	tit͡ɕʰɯgen
diketone	디케톤	tikʰetʰon
decoder	디코더	tikʰodʌ
decode	디코드	tikʰodɯ
dicumarol	디쿠마롤	tikʰumalol
dickey	디키	tikʰi
Dickens	디킨스	tikʰins͈ɯ
Charles	찰스	t͡ɕʰals͈ɯ
Dickinson	디킨슨	tikʰins͈ɯn
determinant	디터미넌트	titʰʌminʌntʰɯ
determinism	디터미니즘	titʰʌminid͡ɕɯm
Dittersdorf	디터스도르프	titʰʌsɯdolɯpʰɯ
detail	디테일	titʰeil
detector	디텍터	titʰektʰʌ
Detroit	디트로이트	titʰɯloitʰɯ
dithizone	디티존	titʰid͡ɕon
differential	디퍼렌셜	tipʰʌlens͈jʌl
diphenyl	디페닐	tipʰenil
diphenylhydantoin	디페닐히단토인	tipʰenilhidantʰoin
Diefenbaker	디펜베이커	tipʰenbeikʰʌ
defence	디펜스	tipʰens͈ɯ
Defoe	디포	tipʰo
diphosgene	디포스겐	tipʰosɯgen
deep	디프	tipʰɯ
depression	디프레션	tipʰɯlesjʌn
dipterus	디프테루스	tipʰɯtʰelusɯ
diphtheria	디프테리아	tipʰɯtʰelia
deflation	디플레이션	tipʰɯlleisjʌn
deflator	디플레이터	tipʰɯlleitʰʌ
deflate	디플레이트	tipʰɯlleitʰɯ
deflector	디플렉터	tipʰɯllektʰʌ
diplodocus	디플로도쿠스	tipʰɯllodokʰusɯ
diplodinium	디플로디늄	tipʰɯllodinjum
DP	디피	tipʰi
dpi	디피아이	tipʰiai
dps	디피에스	tipʰiesɯ
DPA	디피에이	tipʰiei
DPT	디피티	tipʰitʰi
Diphilos	디필로스	tipʰillosɯ
Dix	딕스	tiks͈ɯ
Dixie	딕시	tiks͈i
Dixieland	딕시랜드	tiks͈ilɛndɯ
Dixiecrat	딕시크랫	tiks͈ikʰɯlɛt
Dictaphone	딕터폰	tiktʰʌpʰon
dictyonema	딕티오네마	tiktʰionema
dictyophyllum	딕티오필룸	tiktʰiopʰillum
Dean	딘	tin
dealer	딜러	tillʌ
dilemma	딜레마	tillema
Delane	딜레인	tillein
Delicious	딜리셔스	tillisjʌsɯ
Delius	딜리어스	tilliʌsɯ
Diels	딜스	tils͈ɯ
Dilthey	딜타이	tiltʰai
diltiazem	딜티아젬	tiltʰiad͡ɕem
dimple	딤플	timpʰɯl
dingo	딩고	tiŋgo
dinghy	딩기	tiŋgi
Ra	라	la
Lagash	라가시	lagasi
lanolin	라놀린	lanollin
ranunculus	라눙쿨루스	lanuŋkʰullusɯ
Lanital	라니탈	lanitʰal
ranitidine	라니티딘	lanitʰidin
RADA	라다	lada
Rhadamanthos	라다만토스	ladamantʰosɯ
Radhakrishnan	라다크리슈난	ladakʰɯlisjunan
radon	라돈	ladon
radium	라듐	ladjum
lard	라드	ladɯ
Lardner	라드너	ladɯnʌ
Radbruch	라드브루흐	ladɯbɯluhɯ
Radiguet	라디게	ladige
radian	라디안	ladian
radiation	라디에이션	ladieisjʌn
radiator	라디에이터	ladieitʰʌ
radio	라디오	ladio
radiogramophone	라디오그래머폰	ladiogɯlɛmʌpʰon
radiograph	라디오그래프	ladiogɯlɛpʰɯ
radiogram	라디오그램	ladiogɯlɛm
Radiometal	라디오메탈	ladiometʰal
radiometer	라디오미터	ladiomitʰʌ
radioisotope	라디오아이소토프	ladioaisotʰopʰɯ
radioactinium	라디오악티늄	ladioaktʰinjum
radioautography	라디오오토그래피	ladiootʰogɯlɛpʰi
radiotelegram	라디오텔레그램	ladiotʰellegɯlɛm
radiotelephone	라디오텔레폰	ladiotʰellepʰon
radiothorium	라디오토륨	ladiotʰoljum
radiophone	라디오폰	ladiopʰon
Radiolaria	라디올라리아	ladiollalia
radius	라디우스	ladiusɯ
radical	라디칼	ladikʰal
LARA	라라	lala
Lares	라레스	lalesɯ
Larousse	라루스	lalusɯ
